Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,1494593190,3696249.0,0xc890b1f532e674977dfdb791cafaee898dfa9671,IN,3,0.00104234,0xa92333507d37c9b0853ee60369a9943fd98e1641e660df8e93f7a5066c959bcc,external,0,0 Ether
