Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,1545219222,0.0,0xf8929d90db92986660526fd006a7195219ed2383,OUT,2,0.0,0x486e70a2e388663855be6a40c729bf1e01b5303ba0f9c564fa2bb701c61da903,internal,create,0 Ether
