Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0x96a65609a7b84e8842732deb08f56c3e21ac6f8a,1522878692,5383382.0,0x387792f7d2aa6e7fa1312261cf36f5f6f6b97c00,IN,3,0.00011289,0x23ff68727410556733d6294a6fd9c9aa45e7c5818e7a73fda39cb22264a66395,external,0,0 Ether
