Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1542628131,6735324.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0xeed2ac47ba90bbc3d5d1f26a08a6ac1c3dc52be23b67c7b24b0964513833d5b8,internal,call,150 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1542627636,6735289.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0xa6d79b745a61c38c06a64afbfcfc6875afc01e4ae6d3ddcb2395207c37f9996e,internal,call,50 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541584832,6661566.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x71d225d90227846f9829ec4b9760443b075bcc4845ab7a0df7a87992b2c887f7,internal,call,22 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541678320,6668166.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0xeb354c92856c2ff63f7afb8c253003a32a0d14570856bd8fad371aad31fefc4b,internal,call,8.3 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1542690539,0.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0xc725d98756ff8ceb1f37d6fb067acb175dd36899d6542911fcf5bc29f54a3368,internal,call,200 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1542250698,6708623.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x750b540103672f5e46e3bb5a4efdea2e3dd72e3ec15b560eeb29448e252d95e6,internal,call,200 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541380072,6647111.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x8595918f5fdc11e9f4929ce380acd3a48c15d5de59f181d0b828a65baa23aede,internal,call,81 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541375723,6646798.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0xce6b7b5e3fd799c0f92d9ad9cfaa9449160de2f41352b0410dfad4da44a4d1f6,internal,call,181 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541568412,6660355.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x5782cd6006ecc11f61f4d46519f25161514bcbc292e388e9b086b90575db399a,internal,call,7 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541640911,6665523.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x0e7a9dd3f945c20612a772d1819bd08f922d956af2cb6ce47bb1f0256d8f8ab1,internal,call,16 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541637597,6665277.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x34c98f643ee214e1e841cf73943837d67e21e6c08b8e9228d3407c7c32c8d1e3,internal,call,13 Ether
0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1541481517,6654250.0,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,IN,2,0.0,0x7936d8f044bd413f530dc784e9f4df1c6fce55d3e3cbb9e86254698f4468c5cd,internal,call,10 Ether
