Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,1532829320,6050576.0,0xf39e044e1ab204460e06e87c6dca2c6319fc69e3,OUT,1,0.0,0x2032141ededabed2768412119c683f2675b183e19fe425440a5de4164500460a,internal,call,0.031756578646879 Ether
1,0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,1532759938,6045699.0,0xf39e044e1ab204460e06e87c6dca2c6319fc69e3,OUT,2,0.0,0xd245fe5c0c1dc102d779712e9a8b0e53a8ae4c54ddc9b7fb5c97fdef894d41dc,internal,call,0.066206291383803 Ether
