Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537956909,6404440.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x848b873f30a94bf558d9568fb472ebc697dd80c3f298fbb359b1086c5eeaf9cb,internal,call,0.02646875 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537954930,6404301.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x9e421345f26288834462ee95d8e4193481de4e63f4ca15664204d8f84f7966fe,internal,call,0.034489583333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537849861,0.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x7e97d94699eb340f23807cbf76f4ad537de07a0b40da3965b98c9b9f9b5de9d6,internal,call,0.00213125 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537849688,6393783.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xbf6975d99e73af5b0f6dc9c8e0d1fe14f88f0618d399c7f759ae498a09788ae6,internal,call,0.0127875 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537992670,6406974.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xcb113a37fada02e978195a92b72ad44facf860389aeaf61c8c89c9d5a37c19f6,internal,call,0.011229166666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537991848,6406910.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x66c9e32101d1d94331addf3a5cbe5746f768b811b89443e48d408ea08d790ec2,internal,call,0.006416666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537991334,6406870.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xd854bdb3baa386515eba661387cbc4f09d7b17c1318daf3ba33727de952b1959,internal,call,0.016041666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537990168,6406779.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x88e5ff318570834bb376c41948f8a556a65b063e449cea458ae58c5b17b1ac68,internal,call,0.0048125 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537989766,6406742.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x776c976f4d1b003dc9ba7b93460db33200e14aa87fa9420b1918d58c61c3de73,internal,call,0.016041666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537872199,6398457.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x12739063aa859919c771fce154585eef695ef20e1eacb2e7c8d78d5381dbacef,internal,call,0.01203125 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537871262,6398393.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xd16e3bff41cf6bd6536cf32ec2d71de7696a46b723cb4980e0267a4b63b2ea9c,internal,call,0.018447916666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537869898,6398287.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x848bdeb4c20cbbf05d09c9986b953f5ccebb80c69d398a3d440eda958f3efa27,internal,call,0.01203125 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537891632,6396778.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x4d60046072ec20d4c07924d314617ad593e2f22ccc4aa7bf328dd2b3e9d5a5b6,internal,call,0.011229166666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537847572,6396725.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x11dd80ab1b4a139812187e4cab5b981c6c1ad3367268f375df46b0cb96775f53,internal,call,0.032083333333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537845189,6396545.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x75276f6a6459daf8e938f39a5439972d1d0ca63d47ea222c0d140e83a6271490,internal,call,0.1684375 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537988597,0.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x26360bde4552999da961b90fb59b405c6bc1a6e9666dfe9b23961fe13e05ab04,internal,call,0.011229166666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537987755,6406615.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x189f7f8d535ff4dc09692a8f389c89b39b90f1df055379484275b28a544e1b21,internal,call,0.005614583333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537987317,0.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xb650b187b2dc3f9651e3512c4b47e7fac628e28d780558507b1393f3b09ba4b8,internal,call,0.003208333333333 Ether
