Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,1535031043,6201374.0,0xf39e044e1ab204460e06e87c6dca2c6319fc69e3,OUT,1,0.0,0x93a814a8fcf28f21c52ecd4b18f890e16fc81d27ec0361e79e4937f6432842e1,internal,call,0.108839132072792 Ether
1,0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,1533501312,6096642.0,0xf39e044e1ab204460e06e87c6dca2c6319fc69e3,OUT,1,0.0,0x845db152755e193f6e0e63e60891c229caea3be88cd860977f000fd6991def13,internal,call,0.023369159648647 Ether
