feature_name,importance
"('OUT&internal&call',)",385
"('IN&external&0',)",424
"('IN&internal&call',)",41
"('IN&internal&suicide',)",0
"('OUT&internal&create',)",0
Txn_len,353
N_investments,1585
N_payments,1487
D_index,1246
Avg_investment,1046
Std_investment,910
Avg_payment,1700
Std_payment,1609
Investment_times,49
Payment_times,50
Investment_payment_rate,74
Txn_period,2894
N_owner,68
N_creator,424
N_other,655
