Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,1544957458,6898821.0,0x00f6bf3c5033e944feddb3dc8ffb4d47af17ef0b,IN,3,4.799e-05,0x799e1c45f51dd6cf392a9d7640149811a227761d64b856b11b54f7722484df33,external,0,0 Ether
