Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,1544972595,0.0,0xf8929d90db92986660526fd006a7195219ed2383,OUT,2,0.0,0x2065b6e7a6d3e28d7e309ffc1d6d71bc1002a5826714fe150e696f5c86db2802,internal,create,0 Ether
