Id,"('IN&external&0', 'IN&external&0', 'IN&external&0', 'IN&external&0')","('OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call')","('IN&internal&call', 'IN&internal&call', 'IN&internal&call', 'IN&internal&call')","('IN&internal&call', 'IN&internal&call', 'IN&internal&call', 'OUT&internal&call')","('IN&internal&call', 'IN&internal&call', 'OUT&internal&call', 'OUT&internal&call')","('IN&internal&call', 'OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call')",Txn_len,N_investments,N_payments,D_index,Avg_investment,Std_investment,Avg_payment,Std_payment,Investment_times,Payment_times,Investment_payment_rate,Txn_period,N_creator,N_investor,N_other
98183e5562913e72613c1979d0a13f8ec76b&0x80e4f014c98320eab524ae16b0aaf1603f4dc01d,0,125,0,0,0,0,129,0.0,1.7421128836270334,-1.7421128836270334,0.0,0.0,0.013504751035868475,0.03466467802742764,0,129,0.0,814461,128,1,0
fc68499fb3753e77dd6871f2a0e4dc02febe&0xe7d2c826292ce8bdd5e51ce44fff4033be657269,0,19,0,0,0,0,23,0.0,1.163476835641999,-1.163476835641999,0.0,0.0,0.05058594937573909,0.067496955440505,0,23,0.0,702302,0,0,23
ccfeb948c84d0c09317dbde14896ce8bae00&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,4,0.0,0.512656517629601,-0.512656517629601,0.0,0.0,0.12816412940740024,0.1672427568684333,0,4,0.0,232123,0,1,3
7d6c32d02f0a45ed68523487782377250e33&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
cf79ade5e2c49b9e30d795517a81e0bf00b8&0x556d4385b36aac8f38badaa0e10872190c7660eb,3,0,0,0,0,0,7,1.0149377253916512,0.0,1.0149377253916512,0.14499110362737874,0.3276368895193587,0.0,0.0,7,0,8.0,874746,0,0,0
a78caf7592bd6228a48b777ae5b92f21ed20&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
be193a6abca9c8817001f45744777db30756&0x91e45b670297b1380267537c8b2b4cd691033b9b,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3.0,5546157,0,0,0
94033c7623ff1e1b09e87bc39d38d32cc7ab&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,0,0,0,0,0,3,0.0,0.019005722566591,-0.019005722566591,0.0,0.0,0.006335240855530333,0.0033448649040406482,0,3,0.0,1037255,0,3,0
08f5f8e6bacbe14a4f9b3af6ba3fc6fbf800&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
f8568e08d5659f5d29c4997173d84cdf2607&0xd8cffa8fb1d47033db22ef4dfa50d392be6ed337,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
5e646bd5d9cd2dfce67765ab9448eb1bcff8&0xdf93cdb6dd65c6c28c78dcdc1762aa34caf81678,0,11,0,0,0,0,15,0.0,0.9192462962962871,-0.9192462962962871,0.0,0.0,0.06128308641975247,0.015452774466606041,0,15,0.0,1913722,0,0,15
5a6e9bcf904eb39da2b68c5efb4f9360e08c&0x3f74aac65b10db90cf50928cdbd37f49b12fbe5d,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
5044ac3c0c57051906da938b54bd6557f212&0xeb9f6d65fdb73036123bdd73a6cfb3b519ef724d,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
b25403eaf41720d58c69f61126ad1880e401&0x8036165ccabee251c886d6121b047c16b5e798b5,0,0,0,0,0,0,1,0.0,0.371935116331454,-0.371935116331454,0.0,0.0,0.371935116331454,0.0,0,1,0.0,0,0,0,1
62cff67f8efd57cb1bc2793dce3f1cf0606b&0x702392282255f8c0993dbbbb148d80d2ef6795b1,0,0,0,0,0,0,3,0.0,1.6944473931268882,-1.6944473931268882,0.0,0.0,0.5648157977089627,0.39993727592747547,0,3,0.0,1212643,0,0,3
eb1f2c37645be61d73953035360e768d81e6&0x30b8aa34de6bb2d8b78df05ec1e765d73197e4aa,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
54be79281553dc1adc160ddf5cd9b74361a4&0x0acda4470b4d144fe4e90e2feea326474d0a284e,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4.0,16328401,0,0,0
f80c6687f4f6811e2c30023a3419410ff482&0xc7af99fe5513eb6710e6d5f44f9989da40f27f26,0,0,0,0,0,0,1,0.0,0.0009625,-0.0009625,0.0,0.0,0.0009625,0.0,0,1,0.0,0,0,0,1
c3e8738b25519c01938ff7e96f17b3666d8d&0xbf91b27fec3146a1b36069f92337a0ea330725df,0,0,0,0,0,0,4,0.0,0.20436390610169297,-0.20436390610169297,0.0,0.0,0.05109097652542324,0.03465356918833989,0,4,0.0,304075,0,0,4
ef1d9659363a9357ab29a05941491accb4ec&0x8da9ccf44fa08f651b71fa76f4ed41796b428f61,0,0,0,0,0,0,1,0.0,1.490772552451097,-1.490772552451097,0.0,0.0,1.490772552451097,0.0,0,1,0.0,0,0,0,1
b64bcd966ffc22351c5d4ac576f6bf6d7e91&0x71c2683152b632fa1d515a3df067825e2b240216,0,0,0,0,0,0,1,0.0,4.56e-13,-4.56e-13,0.0,0.0,4.56e-13,0.0,0,1,0.0,0,0,0,1
2582ca99d8d807a985384066f31eda27256b&0xcc89405e3cfd38412093840a3ac2f851dd395dfb,0,0,0,0,0,0,1,0.0,0.84583447858374,-0.84583447858374,0.0,0.0,0.84583447858374,0.0,0,1,0.0,0,0,0,1
4e263a04853ed0aaade71a3fef0c0e89a0a9&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.02,-0.02,0.0,0.0,0.02,0.0,0,1,0.0,0,0,0,1
2949d71d06bcb41b0a7313d6660b4d1b873c&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
f644fb736f5903bf49f6b73cf392156ba812&0xdf93cdb6dd65c6c28c78dcdc1762aa34caf81678,0,2,0,0,0,0,6,0.0,0.249356481481479,-0.249356481481479,0.0,0.0,0.0415594135802465,0.023903665581619174,0,6,0.0,1894727,0,0,6
30227ffb28ab49c8bf6fc593c15a4e6ec7c0&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.174955043115773,-0.174955043115773,0.0,0.0,0.174955043115773,0.0,0,1,0.0,0,0,0,1
a71b1d01849c0a95490cc00559717fcf0d1d&0xd4031d90166c6b185d106d0bae934ede81b3a4b7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
f8112b2491718855f01a01a60462cc97a0d5&0x53e20b377b3afe2ee6bbefd8e5ebf488ea19560a,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
7c1f0039f5d38770e15f8043b3dd26da5e8f&0xd6dae45309e22aff0987ac8932ed7624b65a4707,15,0,0,0,0,0,19,0.62,0.0,0.62,0.03263157894736842,0.14223775499974828,0.0,0.0,19,0,20.0,2528141,0,0,0
caab92eea180a756e408e8075882c956175a&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
e6c54dbc68db5db3a091b171a77407ff7ccf&0xc65e79aea6b9b53cb9914e44bec041a2b423f221,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
75f648430679a709e98d2b0cb6250d2887ef&0x3a2e7711540d9995e175d28d1a6730e780a110a2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
e393825ccc50c07447ecc7767278f6318a82&0x9758da9b4d001ed2d0df46d25069edf53750767a,0,22,0,0,0,0,26,0.0,6.625,-6.625,0.0,0.0,0.2548076923076923,0.24071707778730933,0,26,0.0,81940,0,0,26
b76cc543885c951a4fdaafa53440578d6778&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
b790e05390fc8295f4d3f60332c93bed42e2&0xdc1c8c18693ee92b5235d69b5e7f2045ccbd28fe,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
cf79ade5e2c49b9e30d795517a81e0bf00b8&0xbfc5b6502a084b22b7d1d9a8fe6da3a4eab8abb8,0,0,0,0,0,0,1,0.05,0.0,0.05,0.05,0.0,0.0,0.0,1,0,2.0,0,0,0,0
544f6c413a555f309bf76260d1e02377c02a&0xa7da84c578f95c55e64a099ffeae78291649899f,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
b011f5fb1cd54489d5348d2d800031e47536&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
0ce9267ed19b22f8cae653f198e3e8daf098&0xc74b4d25c693accf46907511a6c9cd0522f60da3,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
544f6c413a555f309bf76260d1e02377c02a&0xaed3086d4a773632e9012dec1c917206176ef7b4,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3.0,7433796,0,0,0
632b854b743013f5aa5ebb03e2992d196b61&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.0101,-0.0101,0.0,0.0,0.0101,0.0,0,1,0.0,0,0,0,1
cf79ade5e2c49b9e30d795517a81e0bf00b8&0x11175b599d7d2066a4674c85e55decd2693e9e73,0,0,0,0,0,0,3,1.9,0.0,1.9,0.6333333333333333,1.096965511460289,0.0,0.0,3,0,4.0,700944,0,0,0
c3ce7abc89c0d001c41e194639d6e25ced33&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396,0,0,0,0,0,0,4,0.0,0.09945,-0.09945,0.0,0.0,0.0248625,0.023056005183032035,0,4,0.0,953205,0,0,4
ec373c94c862a19df2e176c33fd8c961f7ad&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.011,-0.011,0.0,0.0,0.011,0.0,0,1,0.0,0,0,0,1
76443119a942de498590fe1f2454d7d4ac0d&0x3b75afda38954180828b588f009ce97b0177e302,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
c244d798123fde783fcc1c72d3bb8c189413&0x2b0d8470cd14c6ae1f0c4e995644f5bc243adec4,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
69bc84c3d665ef80e6cb5331b7cb9b7fd4d7&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.010019,-0.010019,0.0,0.0,0.010019,0.0,0,1,0.0,0,0,0,1
ec5cb64a564d8b5181eb22f6e16eab2b6fea&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,7,0,0,0,0,11,0.0,0.742101738470074,-0.742101738470074,0.0,0.0,0.06746379440637036,0.06472440378774119,0,11,0.0,872119,0,0,11
136a3207b979ff79c88b14fb720895e77013&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0,0,0,0,0,0,2,0.0,1.49372125714909,-1.49372125714909,0.0,0.0,0.746860628574545,1.0420782945088853,0,2,0.0,16225,0,0,2
819cb5f207ccce6e1b1a09f32863aafd87cd&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,1,0,0,0,0,5,0.0,0.045559322033896,-0.045559322033896,0.0,0.0,0.009111864406779201,0.002664566188356791,0,5,0.0,1864238,0,3,2
5044ac3c0c57051906da938b54bd6557f212&0xb79bbbd23ed706344a135f7c062a49bb8be61d26,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
2431294543f1e7b30d76f7797275cf66dc80&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.221414223799949,-0.221414223799949,0.0,0.0,0.221414223799949,0.0,0,1,0.0,0,0,1,0
785002a39726e23b673e2466f9bb1bd7db76&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0,0,0,0,0,0,1,0.0,0.5,-0.5,0.0,0.0,0.5,0.0,0,1,0.0,0,0,0,1
6bb9d22eea583dc7d1843f23323215f4b851&0xb1690c08e213a35ed9bab7b318de14420fb57d8c,0,0,0,0,0,0,1,0.0,0.009625,-0.009625,0.0,0.0,0.009625,0.0,0,1,0.0,0,0,0,1
70a7388c05ee4e7af3d01d8c722b0ff52374&0xf91e5a0ea09eb856f75478b5bae6cf1ebdfb883a,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,5.0,24525629,0,0,0
c22dc3421d043ecdb1c7b50681d19f572802&0x73d9e7e5aa720d3867449b111b4136cfab83a5bb,0,0,0,0,0,0,1,0.0,0.05133548791613,-0.05133548791613,0.0,0.0,0.05133548791613,0.0,0,1,0.0,0,0,0,1
7bce77c330a0a38925fd22772e3735671179&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
b4e8b470bb152406006b9369a3a68c819956&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11,0,7,0,0,0,0,11,0.0,0.054998196721307006,-0.054998196721307006,0.0,0.0,0.004999836065573364,0.005079435437666755,0,11,0.0,3240313,0,9,2
019b7a83b3c77a823255533975969027308d&0x1009d59229c97d224c615153716a8aefb7be822b,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
a06b028526b05966c287370bebefa0082176&0xd9105e9cfd642d2f20f41cc763b91ca4c6ace872,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
089366899d83a9f26a773d59ec7ecf30355e&0x73b065ac5b0be26e71fe859b521636e51c78debd,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
8c29221b3ca1678f1990e262df577e447e5a&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,0.019809703241417,-0.019809703241417,0.0,0.0,0.0099048516207085,0.013129381306940465,0,2,0.0,79,0,2,0
ce4aef57eb1db331477eaa3a4e8902ac052b&0x4028b9672bfd71ba2fcd97a6c82e06f72eaa14ba,0,0,0,0,0,0,2,0.0,5.76,-5.76,0.0,0.0,2.88,1.5273506473629426,0,2,0.0,42383,0,0,2
f51c888972c908cfacf59b47c1afbc0ab8ac&0x57c5ecd10313af9536c69964485b4f2f98b4c184,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
ea9bca5760ca4dbd475cba220624eda7982d&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b,0,0,0,0,0,0,4,0.0,0.035529578392879,-0.035529578392879,0.0,0.0,0.00888239459821975,0.007831360161883343,0,4,0.0,861090,0,3,1
019b7a83b3c77a823255533975969027308d&0x9cbe5ac3a9fdecb630a3d91169b2d21d6c250c0f,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
a06b028526b05966c287370bebefa0082176&0x05a4e7415671789de4609132b5a046f670d1d0bc,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
363bf0f14a17ba0dc7d9f779a7f38250e82f&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,0.206362573632,-0.206362573632,0.0,0.0,0.206362573632,0.0,0,1,0.0,0,0,0,1
b387395a1be65e133c75ff9e5fcc6f756db3&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,7,0,0,0,0,11,0.0,4.1065936989034375,-4.1065936989034375,0.0,0.0,0.3733266999003125,0.9781369711166309,0,11,0.0,1185923,0,7,4
a74942484d19584340f31d141c9185dbc0ff&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
15c69acca383ca8f1fd4b66781e6aee30ebb&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,0.3950174261,-0.3950174261,0.0,0.0,0.3950174261,0.0,0,1,0.0,0,0,0,1
70fdbe2ba4cf95131626614a1763df805b9e&0xc8f32bb260c9dc88979fd73b1206b8c76988832a,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
e42d4b4ca47fdc9528a64066a0944a6d1374&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
379d794adf0854e254899086475c1bee37ce&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,2,0.0,0.45190894435012297,-0.45190894435012297,0.0,0.0,0.22595447217506148,0.13461158821259567,0,2,0.0,652606,0,0,2
3bad5463ce82ee91a1cc86be9ec1f42bd941&0x001f52daa8a4f7b9b26da16baf449c0d270dbe63,0,0,0,0,0,0,1,0.0,3.436265527077985,-3.436265527077985,0.0,0.0,3.436265527077985,0.0,0,1,0.0,0,0,0,1
857f69919aecddba77136364bb19108b4891&0x7e0529eb456a7c806b5fe7b3d69a805339a06180,0,0,0,0,0,0,1,0.0,0.500578913337484,-0.500578913337484,0.0,0.0,0.500578913337484,0.0,0,1,0.0,0,0,0,1
117b3420d9fe5aea9b692e5d6a2f2c56a5e1&0x6c8f2a135f6ed072de4503bd7c4999a1a17f824b,0,0,0,0,0,0,1,0.0,2.0,-2.0,0.0,0.0,2.0,0.0,0,1,0.0,0,0,0,1
db70439776dca1f387251f459bfcd55cad8d&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
f9d4b7b8977e741bd93e5110114c77e314a3&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,34,0,0,0,0,38,0.0,6.627073661016933,-6.627073661016933,0.0,0.0,0.17439667528991928,0.13701703030214404,0,38,0.0,2271910,0,25,13
9d02074f9ec98a806169e797e0c389682452&0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a,0,0,0,0,0,0,1,0.0,4.0,-4.0,0.0,0.0,4.0,0.0,0,1,0.0,0,0,1,0
e824e08b78eef93a58108b13497104637122&0x8036165ccabee251c886d6121b047c16b5e798b5,0,0,0,0,0,0,1,0.0,0.526472127715827,-0.526472127715827,0.0,0.0,0.526472127715827,0.0,0,1,0.0,0,0,0,1
544f6c413a555f309bf76260d1e02377c02a&0xc24bcc83adcdbe06e4e89265991f920476ac5e4c,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
f715dfc56a10bdd5b60fdbc1ad45a261b98b&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.596837187889243,-0.596837187889243,0.0,0.0,0.596837187889243,0.0,0,1,0.0,0,0,1,0
6aa16e3f99ba7a450df2dff9279f6fad9c17&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
de961ca01bbaea3e0b347141cd1ed8f10c36&0xa379bbdd0af814502eb9b38d475c7fa7411bb4ec,0,0,0,0,0,0,3,0.0,48.0,-48.0,0.0,0.0,16.0,10.583005244258363,0,3,0.0,137,0,0,3
cdba33f50e1d570c80dd4390db38837ff830&0x4ba72f0f8dad13709ee28a992869e79d0fe47030,0,0,0,0,0,0,2,0.0,0.13662,-0.13662,0.0,0.0,0.06831,0.014000714267493644,0,2,0.0,64107,0,0,2
be193a6abca9c8817001f45744777db30756&0x48c3da2c56643608f6a5b8e80b235a5954df861b,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
