Id,"('IN&external&0', 'IN&external&0', 'IN&external&0', 'IN&external&0')","('OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call')","('IN&internal&call', 'IN&internal&call', 'IN&internal&call', 'IN&internal&call')","('IN&internal&call', 'IN&internal&call', 'IN&internal&call', 'OUT&internal&call')","('IN&internal&call', 'IN&internal&call', 'OUT&internal&call', 'OUT&internal&call')","('IN&internal&call', 'OUT&internal&call', 'OUT&internal&call', 'OUT&internal&call')",Txn_len,N_investments,N_payments,D_index,Avg_investment,Std_investment,Avg_payment,Std_payment,Investment_times,Payment_times,Investment_payment_rate,Txn_period,N_creator,N_investor,N_other
294e25bb72a2fb53addb82aa1a033797e6e3&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,4,0,0,0,0,8,0.0,2.6571886779660967,-2.6571886779660967,0.0,0.0,0.3321485847457621,0.5192826389592725,0,8,0.0,2479891,2,6,0
fb18eef6373da9a06a4e35374054ea8c570a&0xb2816223fddc21aca553ba208c7b7a13b27c207c,0,11,0,0,0,0,15,0.0,0.39450037499999,-0.39450037499999,0.0,0.0,0.026300024999999335,0.006197522561197882,0,15,0.0,2236917,0,0,15
9e26a72bde285e2483995dbd9d0c37bfe2ba&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.105018289634203,-0.105018289634203,0.0,0.0,0.105018289634203,0.0,0,1,0.0,0,0,0,1
d494eb698cc399af6231fccd39e08fd20b15&0xd7156189ce63278ea03303f0c1348074e12a8b59,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3.0,5128,0,0,0
c983a2aa30436e1004a0dc95d1ed7ce9b4e1&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0,0,0,0,0,0,1,0.0,0.08,-0.08,0.0,0.0,0.08,0.0,0,1,0.0,0,0,0,1
2489571d322189246dafa5ebde1f4699f498&0x6bec103ea58cbb518bb2066791f87656a59f6a57,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
22b9f73f46985baf4cca047088aaf561b816&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,8,0,0,0,0,12,0.0,13.584366101694911,-13.584366101694911,0.0,0.0,1.1320305084745759,0.8367046099060718,0,12,0.0,1795201,0,9,3
aa88f7a43b453fe963eec3d189c836aeaec5&0xf0160428a8552ac9bb7e050d90eeade4ddd52843,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
fdb3d718db164bdf5a5d2528421125533219&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
817dd260017218fee898121f6b7ff921e46c&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,2.099714506272,-2.099714506272,0.0,0.0,2.099714506272,0.0,0,1,0.0,0,0,0,1
4d59edec08e06a294b8061afb01a75ef3eff&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396,0,7,0,0,0,0,11,0.0,1.653375,-1.653375,0.0,0.0,0.15030681818181818,0.10573199261039033,0,11,0.0,2163644,0,0,11
d10b9cb09627018cedae47a2934aebe38dcb&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
fb5a3871b500f65bdfafe0136f9667deae06&0x86d28a7976db31aa671bba1ea9da5c3a25219c43,0,0,0,0,0,0,1,0.03156,0.0,0.03156,0.03156,0.0,0.0,0.0,1,0,2.0,0,0,0,0
8ab8d4b63481a9994e6ac694a4abf0bd42ba&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,0.070654118140242,-0.070654118140242,0.0,0.0,0.035327059070121,0.04155240249624972,0,2,0.0,1234992,0,2,0
cf79ade5e2c49b9e30d795517a81e0bf00b8&0x100e3fb4ef0f0556a8876523a9084a3c922a8559,0,0,0,0,0,0,3,1.01,0.0,1.01,0.33666666666666667,0.583123771881522,0.0,0.0,3,0,4.0,11228527,0,0,0
3a20940870dc055f2070ac8ec847ed2d9918&0x824ea0976b8f2b48c344c813db56d55e3183cbdf,0,0,0,0,0,0,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1,0,2.0,0,0,0,1
544f6c413a555f309bf76260d1e02377c02a&0x7dba1f3f3e17f2f38ad4aa741e55b92302d0ae89,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
2403297e98f449f3f4a4a3d82ab33fbf9698&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11,0,5,0,0,0,0,9,0.0,0.173171700756455,-0.173171700756455,0.0,0.0,0.019241300084050554,0.014431913525686166,0,9,0.0,2151816,0,7,2
159bd495f586dd8f4cbc46cea02121f33837&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,0.07270388532,-0.07270388532,0.0,0.0,0.07270388532,0.0,0,1,0.0,0,0,0,1
dbd3bbb99c5e7f7bc45a55b717e8a893b204&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
af9d57327c528faf90aca6342d7ed2c9f4af&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,2.45605252244046,-2.45605252244046,0.0,0.0,2.45605252244046,0.0,0,1,0.0,0,0,1,0
87b838e869fe055913504c6bc8530d85e2da&0x73d9e7e5aa720d3867449b111b4136cfab83a5bb,0,0,0,0,0,0,1,0.0,8.028774676217319,-8.028774676217319,0.0,0.0,8.028774676217319,0.0,0,1,0.0,0,0,0,1
ebfd026711a9ebcbce6e9e71a76c4d2ccf91&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.10323589636667,-0.10323589636667,0.0,0.0,0.10323589636667,0.0,0,1,0.0,0,0,0,1
82624b78fabb8f0ca6f9b25aa55b2fa0b182&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,0.28451922048,-0.28451922048,0.0,0.0,0.28451922048,0.0,0,1,0.0,0,0,0,1
816608e1a4d0fb12b81028f32bac76256eba&0xb547027a4ccd46ec98199fa88aaedf5aa981db26,0,6,0,0,0,0,10,0.0,0.563429166666666,-0.563429166666666,0.0,0.0,0.0563429166666666,0.09117371753089146,0,10,0.0,264066,0,8,2
330b87530e8817404c8eca904a1d53be2702&0x459f7854776ed005b6ec63a88f834fdab0b6993e,0,0,0,0,0,0,1,0.0,2e-06,-2e-06,0.0,0.0,2e-06,0.0,0,1,0.0,0,0,0,1
21a36217d7615d0202faa926aefebb5a9999&0xe7d2c826292ce8bdd5e51ce44fff4033be657269,0,1,0,0,0,0,5,0.0,0.101547321260963,-0.101547321260963,0.0,0.0,0.0203094642521926,0.0168013581512537,0,5,0.0,331948,0,0,5
d971895edc438f465c17db6992698a52318d&0x5565ac79d2f2d8129542641bed9983401ab68743,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
7435cb59db9a982c42cf2842b641084a0e6c&0x702392282255f8c0993dbbbb148d80d2ef6795b1,0,0,0,0,0,0,1,0.0,1.288022519341216,-1.288022519341216,0.0,0.0,1.288022519341216,0.0,0,1,0.0,0,0,0,1
a06b028526b05966c287370bebefa0082176&0xc58a55c1be10b47afd8d32f7cfc2625558bcc60f,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
70a7388c05ee4e7af3d01d8c722b0ff52374&0xe0e1df65a64c5ae18b86463e30e96d1a657e42c4,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
466947b7281eaf526556bd868df42f4594f1&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b,0,17,0,0,0,0,21,0.0,0.17137508215253297,-0.17137508215253297,0.0,0.0,0.008160718197739666,0.0037589715357974544,0,21,0.0,1580626,0,12,9
70a7388c05ee4e7af3d01d8c722b0ff52374&0x70ea1a443f825ba65db42cee4fa0d1d82d9240ef,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
a06b028526b05966c287370bebefa0082176&0x7cfa47f117ae5cc49d26a6bc8307a194f1b159aa,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
764a28a139072bab477e86e8ceb61ffcc2ab&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
b9bb6c14831d2797799bead8132f97b135d1&0x5c6d8bb345f4299c76f24fc771ef04dd160c4d36,0,0,0,0,0,0,1,0.0,0.628331225,-0.628331225,0.0,0.0,0.628331225,0.0,0,1,0.0,0,0,0,1
8b7325cb8705e1234b3d700f7b91d3d65009&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,4,0.0,0.374839494152443,-0.374839494152443,0.0,0.0,0.09370987353811075,0.15599205708264716,0,4,0.0,1635462,0,0,4
bbf17a504b245513b8a33071a75a7fc69fff&0x867ffb5a3871b500f65bdfafe0136f9667deae06,0,0,0,0,0,0,1,0.0,0.067950478656,-0.067950478656,0.0,0.0,0.067950478656,0.0,0,1,0.0,0,0,0,1
da461bcc131c5f89c0ea559436f639912cbd&0x84246aef92afebff3f11d2f3236162337936d4b9,0,0,0,0,0,0,1,0.0,0.1199,-0.1199,0.0,0.0,0.1199,0.0,0,1,0.0,0,0,0,1
935f3c50504eb2eb14fc50bc3680aac0261c&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,0.143087049866273,-0.143087049866273,0.0,0.0,0.0715435249331365,0.0019632087668231117,0,2,0.0,6434,0,1,1
c93f25e5c7318ee3c661803c15b50ae336ff&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,3,0.0,0.177423766265315,-0.177423766265315,0.0,0.0,0.05914125542177167,0.07693008057255638,0,3,0.0,4085506,0,2,1
d62863d0ccec74f14ced8eb0a2c4dee84e1b&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b,0,16,0,0,0,0,20,0.0,0.42111525423727797,-0.42111525423727797,0.0,0.0,0.0210557627118639,0.003466322604844041,0,20,0.0,1662381,0,13,7
da80aa6477e85d09747f2842f7993d0df71c&0x2b5634c42055806a59e9107ed44d43c426e58258,6,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,11.0,824637,0,0,0
64889dbe5c0e946712ce3f39db2e49cc0b83&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0,0,0,0,0,0,2,0.0,0.067182203922,-0.067182203922,0.0,0.0,0.033591101961,0.02805773645630744,0,2,0.0,2852377,0,0,2
8896a3e17f1a26b01ab7d11e0d7d71d10516&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
2037fccecd96f9b860b2ec2a3c0b0661156f&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.174842439245788,-0.174842439245788,0.0,0.0,0.174842439245788,0.0,0,1,0.0,0,0,0,1
69d50f86f1f35eeea6aedca5c9e774eb119c&0xb45fc19d6672084e10000ca72ab08be598efc151,0,0,0,0,0,0,1,0.0,0.033465,-0.033465,0.0,0.0,0.033465,0.0,0,1,0.0,0,0,0,1
aa1e14a1f45ede4db65ac68b9a99d2885378&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,4,0.0,0.211761647401991,-0.211761647401991,0.0,0.0,0.05294041185049775,0.07981435160847117,0,4,0.0,565836,0,4,0
f133e6deebe7f2dce5a0441aa7ef330b4e53&0xf8609bfcdac2352647d1b70fb2609bd792bd3aa3,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3.0,463609,0,0,0
a80547d0d0a16b63c70e02fe1bea0107243a&0xb2816223fddc21aca553ba208c7b7a13b27c207c,0,3,0,0,0,0,7,0.0,0.035516045341755,-0.035516045341755,0.0,0.0,0.005073720763107858,0.006554064642554719,0,7,0.0,604816,0,0,7
84712baa4fe4b1c22893e191bd78a659b267&0xdf719da6ee495547b43737fc5ba56d139a16da5b,0,22,0,0,0,0,26,0.0,0.0064740000000000015,-0.0064740000000000015,0.0,0.0,0.00024900000000000004,5.528368034183278e-20,0,26,0.0,2928,0,0,26
8dad41e822f25d99101dc807ddf3cb4e0847&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
48a222fcfb7d0931414a34b37e397cb2e0a0&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.273429745628518,-0.273429745628518,0.0,0.0,0.273429745628518,0.0,0,1,0.0,0,0,0,1
c0c210760a603b95a08a1907a0b6332ab5ee&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
59298b0524854d55dd4d1428bf76e8bdf099&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.174492360020684,-0.174492360020684,0.0,0.0,0.174492360020684,0.0,0,1,0.0,0,0,0,1
60f97e2c9743e6bae34ac7b7b3b28dae38af&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,0.023580546361221002,-0.023580546361221002,0.0,0.0,0.011790273180610501,0.015698857279409853,0,2,0.0,3389882,0,0,2
baf9d3ca2e94088feba12e77fef854e0adca&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
27d07fc17907b4db788e5adf2ed424addff6&0x7c1a2813e83e80b68d014a769197d66b2a7fe917,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
c0a38c147358f7f2e48b1a1e56a5b3670e05&0xb2816223fddc21aca553ba208c7b7a13b27c207c,0,14,0,0,0,0,18,0.0,0.48807951388888104,-0.48807951388888104,0.0,0.0,0.02711552854938228,0.00912140127202125,0,18,0.0,2724938,0,0,18
8b51dcbf0a6784f0106957873426e86f9b9c&0x8036165ccabee251c886d6121b047c16b5e798b5,0,0,0,0,0,0,3,0.0,0.071461088667612,-0.071461088667612,0.0,0.0,0.023820362889204,0.024037737514391574,0,3,0.0,270244,0,0,3
98f33a7a60c4953cb907747b498e0ee8edf7&0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,0,13,0,0,0,0,17,0.0,0.44248611111110403,-0.44248611111110403,0.0,0.0,0.026028594771241413,0.031809636091417806,0,17,0.0,76196,0,0,17
dc89d5f60b5ca71357370363101d4839822f&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.358766331189393,-0.358766331189393,0.0,0.0,0.358766331189393,0.0,0,1,0.0,0,0,0,1
6b5b73ae61cea55921936191213ef6effd63&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.580235020455379,-0.580235020455379,0.0,0.0,0.580235020455379,0.0,0,1,0.0,0,0,1,0
646f87d9f6bc6ed42dd46e8b3fd9dbd15c22&0x68989f868aec31c32bd4ca72e7258cd81e0dfc58,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
48628db6b661d4c2aa833e95dbe1a905b280&0x8141fb24ff6d7cef9f501334223b1969a2e077f0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
9ee668a65f52cc07b40c26b5aa3011d19bd5&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.127955311448198,-0.127955311448198,0.0,0.0,0.127955311448198,0.0,0,1,0.0,0,0,0,1
f8112b2491718855f01a01a60462cc97a0d5&0x325228c632341dbcfb57100a37c09e74364449e0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
8de1b9bc2c9a18405577213c06b3149668ed&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,1.416596042362276,-1.416596042362276,0.0,0.0,0.708298021181138,0.9198246296409905,0,2,0.0,75936,0,0,2
8ce5519aa6b994a693e143b41510e4fa97e3&0xb2816223fddc21aca553ba208c7b7a13b27c207c,0,8,0,0,0,0,12,0.0,0.447572743055551,-0.447572743055551,0.0,0.0,0.037297728587962584,0.010429712448518976,0,12,0.0,2548251,0,0,12
96dbdb7dd5817c3f14f8ce70dec9d47667ab&0x2b78a837c37549539c62ab54a235a8e19fea812f,0,0,0,0,0,0,2,0.0,0.0363,-0.0363,0.0,0.0,0.01815,0.021001071401240464,0,2,0.0,185165,0,0,2
39ac676ed1c67a2b268ad7f1e58826e5b0af&0xb52f035d28e99d960f4fb76a06739a1b7fef40a7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
083b6a022099003e3d035fed48b9a58296e5&0x5c499081b2dd3a50429ac0a39908febbd9b91d22,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
083b6a022099003e3d035fed48b9a58296e5&0xd7dcb9041e5515bca61a167260aab84f6b407a54,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
a06b028526b05966c287370bebefa0082176&0xf18c940f4fcca5a056e9e5cf16867a6ce9f5d84b,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
7eb8c5961cc188c4bcb8c849eadbfe2db99b&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,0,12,0,0,0,0,16,0.0,5.805798779661007,-5.805798779661007,0.0,0.0,0.36286242372881294,0.28402061114636573,0,16,0.0,2282507,0,13,3
4f37a4e92614fccaadc8868b467fe52c9384&0x8b7c1450d435f2932e6a7225593d14a4dcf0372d,0,24,0,0,0,0,28,0.0,0.22880000000000006,-0.22880000000000006,0.0,0.0,0.008171428571428574,0.005257957788516385,0,28,0.0,2162651,0,0,28
a06b028526b05966c287370bebefa0082176&0xad82b496e4b79ab252924d5827060782fafe1132,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
3e2983bb16abc62f913ea51257553ed9eb3c&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
26bdb9c45ff850c76e47118188c808e03a35&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.124547438254763,-0.124547438254763,0.0,0.0,0.124547438254763,0.0,0,1,0.0,0,0,1,0
cf79ade5e2c49b9e30d795517a81e0bf00b8&0x4f468bd31d791763ac075a16514a356c2e9b8a06,0,0,0,0,0,0,2,0.01,0.0,0.01,0.005,0.007071067811865475,0.0,0.0,2,0,3.0,29989,0,0,0
bf096934c524b0b053d9b3ef6ec02086a1ec&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
3a20940870dc055f2070ac8ec847ed2d9918&0xe378780474359abf9be82f9a96a51048bb282b0a,0,0,0,0,0,0,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1,0,2.0,0,0,0,1
fb643c977052463c26a4e0a9411dad2a6a77&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
5609a7b84e8842732deb08f56c3e21ac6f8a&0x0290c2ad8f06fee66359717917ecf9f0524b858a,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
08b1291d4307652592c29bff7d51f1ad83d7&0xfcf7e9978669970f513fcb57546f937a69148f17,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
14cd6ee289accf82350c8d8487fedb8a0c07&0x5ecfee963a26ee53951824cbeed123c831bb1486,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
7f3efd387394175abaf9f86b2e0da72a92e1&0x4e71b5e47a7e4f8eaccff4ade0e3292f80780cf0,0,0,0,0,0,0,1,0.0,0.008805203847626,-0.008805203847626,0.0,0.0,0.008805203847626,0.0,0,1,0.0,0,0,0,1
1c96db6b22b0d3d9536e0108d062bd488f74&0xae2682834587619c03fc91b603188ecccb22bb2f,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6.0,2807651,0,0,0
b271b0535d15fa49932daba31ba612b52946&0x5a1e1170b8b53e9aa91398e9b166d9e831bc79a1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
7742d0109f15c1ee440476b667807eeec8f0&0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0,0,0,0,0,2,0.0,2.6313854362420352,-2.6313854362420352,0.0,0.0,1.3156927181210176,0.2756037775212021,0,2,0.0,1929,0,0,2
d142aa6446d0dbd792c4fb9350ca5c9161cb&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,2,0.0,1.55186985195952,-1.55186985195952,0.0,0.0,0.77593492597976,1.0957363159069806,0,2,0.0,4586541,0,2,0
3f44a7ff92971866d3d640c6bedae3d23cea&0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e,0,0,0,0,0,0,1,0.0,0.007,-0.007,0.0,0.0,0.007,0.0,0,1,0.0,0,0,1,0
a13c450ec5fe388b53e88f44ed56933c15bc&0xfde889c9354d09cec72845e76a0d9f97f4686f7a,0,0,0,0,0,0,1,0.0,1.855682227296903,-1.855682227296903,0.0,0.0,1.855682227296903,0.0,0,1,0.0,0,0,0,1
e6c54dbc68db5db3a091b171a77407ff7ccf&0x8f640ecb9d13b913ed30e3e39a9bdf6dd5e2b8f3,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
32b72e003b63075624fc2072a59630b621f7&0x459f7854776ed005b6ec63a88f834fdab0b6993e,0,0,0,0,0,0,2,0.0,3e-06,-3e-06,0.0,0.0,1.5e-06,7.071067811865475e-07,0,2,0.0,2261,0,0,2
d452552464a6af3d0a3d17f0a8d585dd4105&0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a,0,0,0,0,0,0,1,0.0,23.0,-23.0,0.0,0.0,23.0,0.0,0,1,0.0,0,0,1,0
cdd986b7589295a43c91b95fd1f26fbc59f6&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,4,0.0,0.133945634734698,-0.133945634734698,0.0,0.0,0.0334864086836745,0.033709079533626216,0,4,0.0,868647,0,0,4
0175500dbb9050f52aac58bbfe14b4fbd3d0&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.001428105409876,-0.001428105409876,0.0,0.0,0.001428105409876,0.0,0,1,0.0,0,0,1,0
a06b028526b05966c287370bebefa0082176&0x805cc3bba1cf60ce8368ad4e5666dbc5b2440395,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1
c79bc8f6b1ff27a58756841badd01bfb388c&0x8a883a20940870dc055f2070ac8ec847ed2d9918,0,0,0,0,0,0,1,0.0,0.293157978749843,-0.293157978749843,0.0,0.0,0.293157978749843,0.0,0,1,0.0,0,0,0,1
4acf54665391389fbf0f144b7e47e74afa27&0x6090a6e47849629b7245dfa1ca21d94cd15878ef,0,0,0,0,0,0,1,0.0,0.01,-0.01,0.0,0.0,0.01,0.0,0,1,0.0,0,0,0,1
d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7&0x174910420304c39f6342d17f553701daf7b8691c,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
4b686aa8c04921397c5807db9ecedba00a4c&0xff679caece25b7e5219ae542516f1e6a99877693,0,0,0,0,0,0,1,5.5,0.0,5.5,5.5,0.0,0.0,0.0,1,0,2.0,0,0,0,0
e6039f5b0a1ac240b18c6f687264425cbc29&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396,0,6,0,0,0,0,10,0.0,0.5411182351000001,-0.5411182351000001,0.0,0.0,0.05411182351000001,0.035188405256685665,0,10,0.0,1995573,0,0,10
2978733812607b9e520a683e01275d474df4&0x8036165ccabee251c886d6121b047c16b5e798b5,0,0,0,0,0,0,2,0.0,0.434593758640845,-0.434593758640845,0.0,0.0,0.2172968793204225,0.3067416521159632,0,2,0.0,398,0,0,2
ce16da2877f8c9e00544c93b62ac40631f16&0x8a4c6360026572108d1f17630e5214b7d306decf,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0
cf79ade5e2c49b9e30d795517a81e0bf00b8&0xe40ffea88309174321ef230e10bfccc7c2687f76,1,0,0,0,0,0,5,1.86042435148583,0.0,1.86042435148583,0.372084870297166,0.5934051446093442,0.0,0.0,5,0,6.0,2208135,0,0,0
46fba2153fa4dd93581c94a6dca57745ac2e&0xb2816223fddc21aca553ba208c7b7a13b27c207c,0,10,0,0,0,0,14,0.0,0.43390173611110794,-0.43390173611110794,0.0,0.0,0.030992981150793426,0.011057269361570964,0,14,0.0,2416997,0,0,14
1102ddd1d037d57b451f39097319cf796617&0x2f6321db2461f68676f42f396330a4dc4a8f49df,0,0,0,0,0,0,1,0.0,0.0002,-0.0002,0.0,0.0,0.0002,0.0,0,1,0.0,0,0,0,1
edf19a940e65fee53660afb56732b76b0ae2&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0,0,1
157459cfdfbfe9a04d7b93da3ef70af2b151&0xb547027a4ccd46ec98199fa88aaedf5aa981db26,0,11,0,0,0,0,15,0.0,0.7387434999999999,-0.7387434999999999,0.0,0.0,0.04924956666666666,0.04380926709126645,0,15,0.0,212850,0,12,3
7ac8d65ecf979cb3ee75fe3daa7f46e8ee4b&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,0,0,0,0,0,0,1,0.0,0.020597007314098,-0.020597007314098,0.0,0.0,0.020597007314098,0.0,0,1,0.0,0,0,1,0
