Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537956022,6404372.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x3ef44faa65e2e76735f87ed388b0ad823b24ee2f858f99b558924766d98b1b7a,internal,call,0.033806666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537990041,6406764.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x8b7aae12b4ad8a18e6286bd22d59efba91504e968214baa7103f6ecd8efc56ab,internal,call,0.020973333333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537779051,0.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x5285f757e72668159bd7bc7266efc0bf747eb4d14a182f57a9899ce6424482e8,internal,call,0.001613333333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537777126,0.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x9ee4102f6ff9563abe5d97dbb898445184845c4f2f9d4bb343a417aedb0ad1c7,internal,call,0.023466666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537825991,6395178.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x5b08f0b79730efeab23e940e6209d4e2a0acfd86b0c4c89b30873ae167644a4e,internal,call,0.02266 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537877865,6398851.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x878daf2b32eef0cc849b1b8cbe6906042c04390ae9330de0e8d6927bb6a332ad,internal,call,0.02002 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537861458,6397689.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0xad5eb1d5b794076b4672828c388587b05813da3e973307eb40470da679238cf4,internal,call,0.04334 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537899925,6400428.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x0438bff1d04507684135ed13a7935c7948c5e9b33a4937617c1d32a4e583f951,internal,call,0.026986666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537928335,6402414.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,1,0.0,0x211f91dd7be4e6853f61105e6b4f535794ff571d9378a7ffa26cb21a8cee1bcb,internal,call,0.03476 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537972883,6405560.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xd4d6705fecf1df7ea42f03379286d172895e577234f53a2c4fd1f96ddc1a1b82,internal,call,0.020606666666666 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1538012081,6408309.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xc656970277d688e0966cdbd7f698e54d372da28604ff0c8ebfd6f5aec2a214dd,internal,call,0.026913333333333 Ether
1,0xb547027a4ccd46ec98199fa88aaedf5aa981db26,1537850685,6393860.0,0xaf9c025ce6322a23ac00301c714f4f42895c9818,OUT,2,0.0,0xc3b53faa309790f562eea332d5725a4d108024bb8b5f0b35262b946cf526d012,internal,call,0.034686666666666 Ether
