Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
0,0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,1545538254,6935377.0,0xf8929d90db92986660526fd006a7195219ed2383,OUT,2,0.0,0xc6499439c6fa1c0cbe14796d05ac36d7ba944f161776c2b4ab4b256088dcfba1,internal,create,0 Ether
