Class,address,age,block,creator,direction,inter_direction,txFee,txhash,txn_type,type,value
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539327458,6501812.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x0fd55a2161be1f6212564d405d1849afd74a69a613db2149f9522e81b6fec1e7,internal,call,0.084967288135593 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539848097,6538823.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x4f13ca68ce21ebfb6935b3a7643a1a6034507dcfc762576a3fba4ce2e9fd8833,internal,call,0.055648813559322 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538985505,6477426.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x94b520353cd24861acb2b55576c41be6c2d0427ab893c99e0007413fb791472b,internal,call,0.131901864406779 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1538720488,6458445.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x41286a58257349431010e2512ec6569037a83913d872708748fe22c4fddb266c,internal,call,0.094044644067796 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539155856,6489585.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,1,0.0,0x0bbee20e9521d2ab527efd209d2135f9dfbe0aabe96a183ddc3fce3c03c3c39a,internal,call,0.084494745762711 Ether
1,0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f,1539735341,6530815.0,0xe1f3294e25bb72a2fb53addb82aa1a033797e6e3,OUT,2,0.0,0xa2e8678d8e5f35f8adf68da4bfbfa45890f300f1d7e5248dd99c1697b6fd7af8,internal,call,0.20154627118644 Ether
