address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537899017,6400372.0,OUT,0.0,0xe0ff0b88b1403063b282f36f4a72587b288ac348c00b29d1f0248d4cb0e53164,internal,call,0.166666666666666 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537934554,6399785.0,OUT,0.0,0x49a985866f0e4d751e85381dc7b51fbdb7d0a55b22adf78b5551f11d19222ec3,internal,call,0.295833333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537882812,0.0,OUT,0.0,0x6778d0a19558dea803c0334cecbbefea482a2a77591d520ba85870523bcde4ad,internal,call,0.089583333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537880197,0.0,OUT,0.0,0xc6d083e88f5154c26e31156ee12880c2c4a66a5b9a07b80642991b1f9d187a34,internal,call,0.145833333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537861302,6397676.0,OUT,0.0,0x7460e23bb9a0134a7867ab5438d05311ae5596e87d8f6efb32116c99b0ba68d6,internal,call,0.129166666666666 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537937391,6400009.0,OUT,0.0,0x4aa058408ef4caaeedaa43bb41169a7d0e3585a0076e42550832ea2101af060f,internal,call,0.1 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537901606,6400536.0,OUT,0.0,0x937f8fca9790c8c4635034f38417072b1aa3ec305724c35d8e860691b03619e2,internal,call,0.052083333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537876008,6398718.0,OUT,0.0,0x174e2be70748350941554fcdee830e3d711c8fe6e425b840679f3c3f3f2caf21,internal,call,0.395833333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537925194,0.0,OUT,0.0,0x73daeb8dd98f162ecfd9136408d159c03c1c80fac5814bf7e80af06d5470f0f1,internal,call,0.81875 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537863185,6397814.0,OUT,0.0,0x5e5c48ab76c6830d895d3b32f005881cc77435ac76381d09b5ff8eb258f19fcf,internal,call,0.064583333333333 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537900096,6400439.0,OUT,0.0,0x42291dcef35a7d821bb779b5be82db7a2cd0dc094fb38fc9230a4fbd4ff92754,internal,call,0.0375 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1,1537864649,6397910.0,OUT,0.0,0x7e73c090864f298dfe3bb8f68beba0a23c73b2a2a7d318d87a38558d6974cb82,internal,call,0.05 Ether,1,0x96bb98183e5562913e72613c1979d0a13f8ec76b,2
