address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8,1532724889,0.0,OUT,0.0,0x8d6b51d921ca577b2a5cc49dbe69ec1fe3e66910ea9bd3b26e2e320e2f564d19,internal,call,0.230839927786165 Ether,1,0xf39e044e1ab204460e06e87c6dca2c6319fc69e3,1
