address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0x8a883a20940870dc055f2070ac8ec847ed2d9918,1532335511,0.0,OUT,0.0,0xc7e8d75da8defed3d87e6bd14f45d94472d2a654497cf6069cd77b2ba6ad7ed3,internal,call,0.154034852388672 Ether,1,0xc14f8469d4bb31c8e69fae9c16e262f45edc3635,2
