address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0x867ffb5a3871b500f65bdfafe0136f9667deae06,1530894354,5915747.0,OUT,0.0,0x805c61f39f93a26d4bbfbb81f5773bd5704e2d85bd96585def8574dc63215ed5,internal,call,1.8963602 Ether,0,0x47d70d729c6efd464cc49ebb6f4ee240219ecb9e,2
