address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,1545451950,6929463.0,OUT,0.0,0x5fde0da745d688a1ec822bea10d5c593cd6fb115ac64cab980bc8dd19e0793a2,internal,create,0 Ether,0,0xf8929d90db92986660526fd006a7195219ed2383,2
