address,age,block,direction,txFee,txhash,txn_type,type,value,Class,creator,inter_direction
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538005167,6407822.0,OUT,0.0,0xa0dcfa63e04e4d956112a334294794046d84f0a47bb2f36cfb3e8bd46ad96beb,internal,call,0.104817708333333 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1537997685,6407303.0,OUT,0.0,0xe9045b11c2be03fbfd073cf9d958636d00413773b5eaab6b81509dd8a4a98a95,internal,call,0.101463541666666 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538032955,6409766.0,OUT,0.0,0x416a074494de56946cc69ae93c587d2af6314a1794bf4bcd822d3fda8bd646a3,internal,call,0.168546875 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538011455,6408262.0,OUT,0.0,0xb755c2bd96e2396752fa4a1d05245bca2e3372fe8e5b625c0d108b853700c5be,internal,call,0.088046875 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538058746,6411588.0,OUT,0.0,0xfad5412bdf210148271833c356dcc2111a0a8f7bf0b7ba54bceb0a4fda583dec,internal,call,0.004192708333333 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538058455,6411569.0,OUT,0.0,0xff80e25e0a72a9d4e64c6fa1052fa69b4224a0facc7a941b477f52909aa3ef48,internal,call,0.028510416666666 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538064112,6408938.0,OUT,0.0,0x274cfa9b4a796357cfaa205083c21f47fcae3ba380c27b5d1ffec3bea7a6ed14,internal,call,0.083015625 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538014951,6408519.0,OUT,0.0,0xca62d963cf0265afb37f20a2e20415da326152a30452d166599cbd8ce95f345c,internal,call,0.048635416666666 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538056395,6411425.0,OUT,0.0,0xd762b99c0e33edc55a54c413aa4b10f9adc5b6db4a91bf55ecc378f1456fa727,internal,call,0.097270833333333 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1537990435,6406802.0,OUT,0.0,0xf87e3d788eba48f00d65a1ae7c8c20893ca817ccb72dc7dad65e7a38e72b90d1,internal,call,0.129973958333333 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538049458,6410891.0,OUT,0.0,0xfd8019054a39d78a22687b581c7ce36b44fd314084fe023f991088e8b447f740,internal,call,0.119072916666666 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538024325,6406140.0,OUT,0.0,0xa71529a336f3941c28b6aa4537a46757537304e6be0484f2527fc722a57a6f57,internal,call,0.094755208333333 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1537974358,6405672.0,OUT,0.0,0x7bee20900cfbfe36d6ad2f60a57c64003c8b1fc9aff713de75e37dff3653c5df,internal,call,0.118234375 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
0x9d68a447a8718ef30645d23d423be1ea6b7d370f,1538040931,6410303.0,OUT,0.0,0xa1c5f7a6ea914d3142327f5c7a470399fa3374f7214fe7bd9621f1de6f764029,internal,call,0.111526041666666 Ether,1,0xbfb297616ffa0124a288e212d1e6df5299c9f8d0,2
